ABRAMS PLANETARIUM,   0165,
PUREBRED BEEF CATTLE TEACHING CENTER - SHEEP BARN,  0450B,
RADIO EQUIPMENT SHELTER,   0577,
RADIO FACILITY - RADIO TRANSM WKAR,  0600A,
RADIO FACILITY - RADIO TRANSMITTER (WKAR),  0600A,
RADIOLOGY - GREENHOUSE,  0214A,
RADIOLOGY - STORAGE SHED,  0214B,
RADIOLOGY BUILDING,   0214,
RADIOLOGY GREENHOUSE,  0214A,
RATHER HALL,   0311,
REGIONAL CHILLED WATER PLANT NO 1,   0189,
REGIONAL CHILLED WATER PLANT NO. 1,   0189,
RENTAL STORAGE FACILITY A,   0162,
RENTAL STORAGE FACILITY B,   0205,
RHS INFORMATION SERVICES,   0325,
RIVER INTAKE STATION,   0515,
RIVER INTAKE STATION (IRRIGATION),   0515,
RIVER TERRACE HOUSE,   0616,
RIVER WATER RESEARCH - LAB,  0052A,
RIVER WATER RESEARCH - STORAGE,  0052B,
RIVER WATER RESEARCH CENTER,   0052,
RIVER WATER RESEARCH CENTER - FISHERY LAB STORAGE BUILDING,  0052B,
RIVER WATER RESEARCH CENTER - LABORATORY,  0052A,
Radiology - Storage Shed,  0214B,
SHAW HALL,   0317,
SHAW LANE POWER PLANT,   0061,
SHEEP BARN,   0449,
SHEEP RES-BARN,  0468A,
SHEEP RES-OPEN SHED,  0468B,
SHEEP TEACHING & RESEARCH CENTER - BARN,  0468A,
SHEEP TEACHING & RESEARCH CENTER - OPEN SHED,  0468B,
SHOOTING RANGE - CANINE FACILITY,  0537D,
SHOOTING RANGE - PAVILION,  0537C,
SHOOTING RANGE - TRAINING FACILITY,  0537E,
SHOOTING RANGE, POLICE & PUBLIC SAFETY - PAVILION,  0537C,
SHOOTING RANGE, POLICE & PUBLIC SAFETY - STORAGE BUILDING NO. 1,  0537A,
SHOOTING RANGE, POLICE & PUBLIC SAFETY - STORAGE BUILDING NO. 2,  0537B,
SHOOTING RANGE, POLICE AND PUBLIC SAFETY - CANINE TRAINING FACILITY,  0537D,
SHOOTING RANGE, POLICE AND PUBLIC SAFETY - TRAINING FACILITY,  0537E,
SHOOTING RANGE- STORG BLDG 1,  0537A,
SHOOTING RANGE- STORG BLDG 2,  0537B,
SIMON, T.B. , POWER PLANT,   0065,
SIMON, T.B.,  POWER PLANT - COOLING TOWER SUBSTATION,  0065C,
SIMON, T.B.,  POWER PLANT - SIDE STREAM FILTER,  0065I,
SNYDER AND PHILLIPS HALL,   0300,
SOIL SCIENCE - LAB,  0430A,
SOUTH CAMPUS ANAEROBIC DIG CONTRL,   0625,
SOUTH CAMPUS ANAEROBIC DIGESTER - CONTROL BUILDING,   0625,
SPART VILL- LAUNDRY & SHOP 1521,   1521,
SPARTAN  VILLAGE 1640,   1640,
SPARTAN CHILD DEV - STORAGE SHED,  0217A,
SPARTAN CHILD DEVELOPMENT CENTER,   0217,
SPARTAN CHILD DEVELOPMENT CENTER - STORAGE SHED,  0217A,
SPARTAN STADIUM,   0058,
SPARTAN VILL LAUNDRY - 1439,   1439,
SPARTAN VILLAGE - LAUNDRY & SHOP,   1521,
SPARTAN VILLAGE - LAUNDRY 1439,   1439,
SPARTAN VILLAGE - PICNIC SHELTER,   0533,
SPARTAN VILLAGE 1429,   1429,
SPARTAN VILLAGE 1430,   1430,
SPARTAN VILLAGE 1431,   1431,
SPARTAN VILLAGE 1432,   1432,
SPARTAN VILLAGE 1433,   1433,
SPARTAN VILLAGE 1434,   1434,
SPARTAN VILLAGE 1435,   1435,
SPARTAN VILLAGE 1436,   1436,
SPARTAN VILLAGE 1440,   1440,
SPARTAN VILLAGE 1441,   1441,
SPARTAN VILLAGE 1442,   1442,
SPARTAN VILLAGE 1443,   1443,
SPARTAN VILLAGE 1444,   1444,
SPARTAN VILLAGE 1445,   1445,
SPARTAN VILLAGE 1446,   1446,
SPARTAN VILLAGE 1447,   1447,
SPARTAN VILLAGE 1448,   1448,
SPARTAN VILLAGE 1449,   1449,
SPARTAN VILLAGE 1450,   1450,
SPARTAN VILLAGE 1451,   1451,
SPARTAN VILLAGE 1452,   1452,
SPARTAN VILLAGE 1523,   1523,
SPARTAN VILLAGE 1524,   1524,
SPARTAN VILLAGE 1525,   1525,
SPARTAN VILLAGE 1535,   1535,
SPARTAN VILLAGE 1536,   1536,
SPARTAN VILLAGE 1537,   1537,
SPARTAN VILLAGE 1538,   1538,
SPARTAN VILLAGE 1539,   1539,
SPARTAN VILLAGE 1540,   1540,
SPARTAN VILLAGE 1541,   1541,
SPARTAN VILLAGE 1542,   1542,
SPARTAN VILLAGE 1543,   1543,
SPARTAN VILLAGE 1544,   1544,
SPARTAN VILLAGE 1545,   1545,
SPARTAN VILLAGE 1546,   1546,
SPARTAN VILLAGE 1547,   1547,
SPARTAN VILLAGE 1548,   1548,
SPARTAN VILLAGE 1549,   1549,
SPARTAN VILLAGE 1550,   1550,
SPARTAN VILLAGE 1551,   1551,
SPARTAN VILLAGE 1565,   1565,
SPARTAN VILLAGE 1566,   1566,
SPARTAN VILLAGE 1567,   1567,
SPARTAN VILLAGE 1568,   1568,
SPARTAN VILLAGE 1569,   1569,
SPARTAN VILLAGE 1570,   1570,
SPARTAN VILLAGE 1571,   1571,
SPARTAN VILLAGE 1572,   1572,
SPARTAN VILLAGE 1573,   1573,
SPARTAN VILLAGE 1574,   1574,
SPARTAN VILLAGE 1575,   1575,
SPARTAN VILLAGE 1576,   1576,
SPARTAN VILLAGE 1577,   1577,
SPARTAN VILLAGE 1578,   1578,
SPARTAN VILLAGE 1579,   1579,
SPARTAN VILLAGE 1612,   1612,
SPARTAN VILLAGE 1613,   1613,
SPARTAN VILLAGE 1614,   1614,
SPARTAN VILLAGE 1615,   1615,
SPARTAN VILLAGE 1616,   1616,
SPARTAN VILLAGE 1617,   1617,
SPARTAN VILLAGE 1618,   1618,
SPARTAN VILLAGE 1619,   1619,
SPARTAN VILLAGE 1620,   1620,
SPARTAN VILLAGE 1621,   1621,
SPARTAN VILLAGE 1622,   1622,
SPARTAN VILLAGE 1623,   1623,
SPARTAN VILLAGE 1624,   1624,
SPARTAN VILLAGE 1625,   1625,
SPARTAN VILLAGE 1626,   1626,
SPARTAN VILLAGE 1627,   1627,
SPARTAN VILLAGE 1628,   1628,
SPARTAN VILLAGE 1629,   1629,
SPARTAN VILLAGE 1630,   1630,
SPARTAN VILLAGE 1631,   1631,
SPARTAN VILLAGE 1632,   1632,
SPARTAN VILLAGE 1633,   1633,
SPARTAN VILLAGE 1634,   1634,
SPARTAN VILLAGE 1635,   1635,
SPARTAN VILLAGE 1636,   1636,
SPARTAN VILLAGE 1637,   1637,
SPARTAN VILLAGE 1638,   1638,
SPARTAN VILLAGE 1639,   1639,
SPARTAN VILLAGE 1640,   1640,
SPARTAN VILLAGE 1641,   1641,
SPARTAN VILLAGE 1642,   1642,
SPARTAN VILLAGE 1643,   1643,
SPARTAN VILLAGE 1644,   1644,
SPARTAN VILLAGE 1645,   1645,
SPARTAN VILLAGE 1646,   1646,
SPARTAN VILLAGE 1647,   1647,
SPARTAN VILLAGE COMMUNITY CENTER,   0194,
STUDENT SERVICES,   0142,
SURPLUS/STORAGE,   0190,
SWINE EVALUATION CENTER,   0463,
SWINE EVALUATION CTR,   0463,
SWINE RESEARCH - BARN/ELEVATOR STGE,  0440A,
SWINE RESEARCH - FINISHING BARN,  0440G,
SWINE RESEARCH - GARAGE,  0440B,
SWINE RESEARCH - GESTATION,  0440E,
SWINE RESEARCH - HOUSE NO. 1,  0440L,
SWINE RESEARCH - M.O.F. BLDG,  0440K,
SWINE RESEARCH - POLE BARN,  0440D,
SWINE RESEARCH - PORTER BLDG,  0440J,
SWINE RESEARCH - STORAGE BLDG,  0440N,
SWINE RESEARCH - SWINE SHELTER,  0440M,
SWINE RESEARCH CENTER - AGRICULTURE POLLUTION CONTROL LABORATORY,  0440F,
SWINE RESEARCH CENTER - BARN & ELEVATOR STORAGE BUILDING,  0440A,
SWINE RESEARCH CENTER - FINISHING BARN,  0440G,
SWINE RESEARCH CENTER - GARAGE,  0440B,
SWINE RESEARCH CENTER - GESTATION BUILDING,  0440E,
SWINE RESEARCH CENTER - HOUSE NO. 1,  0440L,
SWINE RESEARCH CENTER - M.O.F. BUILDING,  0440K,
SWINE RESEARCH CENTER - POLE BARN,  0440D,
SWINE RESEARCH CENTER - PORTER BUILDING,  0440J,
SWINE RESEARCH CENTER - STORAGE BUILDING,  0440N,
SWINE RESEARCH CENTER - SWINE SHELTER,  0440M,
SWINE RESEARCH-AG POLLUTION CONTROL,  0440F,
SWINE T & R - OZONATION,  0479F,
SWINE TEACHING & RES - MANURE 3,  0479G,
SWINE TEACHING & RESEARCH,   0479,
SWINE TEACHING & RESEARCH  MANURE 2,  0479C,
SWINE TEACHING & RESEARCH - STOR 3,  0479E,
SWINE TEACHING & RESEARCH CENTER,   0479,
SWINE TEACHING & RESEARCH CENTER - COMPOST BUILDING,  0479A,
SWINE TEACHING & RESEARCH CENTER - MANURE STORAGE BUILDING NO. 1,  0479B,
SWINE TEACHING & RESEARCH CENTER - MANURE STORAGE BUILDING NO. 2,  0479C,
SWINE TEACHING & RESEARCH CENTER - OZONATION TREATMENT,  0479F,
SWINE TEACHING & RESEARCH CENTER - STORAGE BUILDING NO. 3,  0479E,
SWINE TEACHING & RESEARCH COMPOST,  0479A,
SWINE TEACHING & RESEARCH MANURE 1,  0479B,
SWINE TEACHING AND RESEARCH CENTER - MANURE STORAGE BUILDING NO. 3,  0479G,
T.B. SIMON POWER PLANT,   0065,
T.B. SIMON POWER PLANT - COAL STORAGE,  0065N,
T.B. SIMON POWER PLANT - ELECTRICAL CONTROL BUILDING,  0065P,
T.B. SIMON POWER PLANT AIR COMPRESS,  0065Q,
T.B. SIMON POWER PLANT AIR COMPRESSOR BUILDING,  0065Q,
T.B. SIMON POWER PLANT COAL STORAGE,  0065N,
T.B. SIMON POWER PLANT ELECT CONTRL,  0065P,
T.B. SIMON POWER PLANT SIDE FILTER,  0065I,
T.B. SIMON POWER PLANT SUBSTATION,  0065C,
TENNIS COURT - RESTROOM & STORAGE,   0538,
TENNIS COURTS - RESTROOM AND STORAGE BUILDING,   0538,
TENNIS FACILITY,   0208,
TENNIS FACILITY (INDOOR),   0208,
THAYER FARM - HOUSE,  0445A,
THAYER HOUSE,  0445A,
TRACK PRESSBOX,  0058B,
TRACK STORAGE,  0058A,
TREE RESEARCH - HEADHOUSE,  0472D,
TREE RESEARCH - RESIDENCE,  0472H,
TREE RESEARCH - SHOP/OFFICE,  0472A,
TREE RESEARCH - STORAGE BUILDING 1,  0472G,
TREE RESEARCH - STORAGE BUILDING 2,  0472J,
TREE RESEARCH CENTER - CARETAKER'S RESIDENCE,  0472H,
TREE RESEARCH CENTER - HEADHOUSE,  0472D,
TREE RESEARCH CENTER - SHOP/OFFICE,  0472A,
TREE RESEARCH CENTER - STORAGE BUILDING NO. 1,  0472G,
TREE RESEARCH CENTER - STORAGE BUILDING NO. 2,  0472J,
TROUT, G. MALCOLM, FOOD SCIENCE AND HUMAN NUTRITION BUILDING,   0179,
UFMC-MAIN SHOP BLDG,  0439A,
UFSC - 4-H BUILDING,  0453G,
UFSC - COMMUNITY STORAGE,  0453D,
UFSC - EQUIPMENT STORAGE BUILDING,  0453K,
UFSC - MAINTENANCE BLDG,  0453H,
UFSC - MATERIALS & PESITCIDE STRG,  0453J,
UFSC - NORTH MORTON,  0453I,
UFSC - S. EQUIPMENT STORAGE BARN 1,  0453E,
UFSC - S. EQUIPMENT STORAGE BARN 2,  0453F,
UNION BUILDING,   0006,
UNIVERSITY FARMS MAINTENANCE CENTER - MAIN SHOP BUILDING,  0439A,
UNIVERSITY FARMS SERVICE CENTER  - 4-H BUILDING,  0453G,
UNIVERSITY FARMS SERVICE CENTER  - NORTH MORTON,  0453I,
UNIVERSITY FARMS SERVICE CENTER  - SOUTH EQUIPMENT STORAGE BARN NO. 2,  0453F,
UNIVERSITY FARMS SERVICE CENTER - COMMUNITY STORAGE,  0453D,
UNIVERSITY FARMS SERVICE CENTER - EQUIPMENT STORAGE BUILDING,  0453K,
UNIVERSITY FARMS SERVICE CENTER - MAINTENANCE BUILDING,  0453H,
UNIVERSITY FARMS SERVICE CENTER - MATERIALS AND PESTICIDE STORAGE,  0453J,
UNIVERSITY FARMS SERVICE CENTER - SOUTH EQUIPMENT STORAGE BARN NO. 1,  0453E,
UNIVERSITY RESEARCH CONTAINMENT,   0211,
UNIVERSITY RESEARCH CONTAINMENT FACILITY,   0211,
UNIVERSITY SERVICES,   0088,
UNIVERSITY VILLAGE - 1701,   1701,
UNIVERSITY VILLAGE - 1702,   1702,
UNIVERSITY VILLAGE - 1703,   1703,
UNIVERSITY VILLAGE - 1704,   1704,
UNIVERSITY VILLAGE - 1706,   1706,
UNIVERSITY VILLAGE - 1707,   1707,
UNIVERSITY VILLAGE - 1708,   1708,
UNIVERSITY VILLAGE - 1709,   1709,
UNIVERSITY VILLAGE COMMUNITY CENTER,   1705,
URBAN PLANNING & LANDSCAPE ARCHITECTURE - INSTRUCTIONAL MEDIA CENTER,   0082,
URBAN PLANNING LANDSCAPE ARCH - IMC,   0082,
VANHOOSEN HALL,   0319,
VET MED CNTR PEGASUS CRITICAL CARE,  0170B,
VET MED CNTR-MCPHAIL EQUINE PERFORM,  0170A,
VET RESEARCH - ANIMAL SHELTER NO. 2,  0446O,
VET RESEARCH - BOVINE RESP DISEASE,  0446N,
VET RESEARCH - GARAGE 2,  0446I,
VET RESEARCH - GERM FREE BARN,  0446F,
VET RESEARCH - LARGE ANIMAL,  0446A,
VET RESEARCH - MANAGER'S HOUSE,  0446C,
VET RESEARCH - OFFICE BLDG,  0446E,
VET RESEARCH - POLE BARN,  0446K,
VET RESEARCH - ROUND ROOF,  0446B,
VET RESEARCH - SMALL ANIMAL BLDG,  0446J,
VET RESEARCH - STORAGE BARN,  0446L,
VET RESEARCH - WEST BLDG,  0446G,
VET RESEARCH - WOODEN BLDG,  0446D,
VETERINARY MEDICAL CENTER,   0170,
VETERINARY MEDICAL CENTER - MARY ANNE MCPHAIL EQUINE PERFORMANCE CENTER,  0170A,
VETERINARY MEDICAL CENTER - MATILDA R. WILSON, PEGASUS CRITICAL CARE CENTER,  0170B,
VETERINARY RESEARCH CENTER - ANIMAL SHELTER NO. 2,  0446O,
VETERINARY RESEARCH CENTER - BOVINE RESPIRATORY DISEASE FACILITY,  0446N,
VETERINARY RESEARCH CENTER - GARAGE NO. 2,  0446I,
VETERINARY RESEARCH CENTER - GERM FREE BARN,  0446F,
VETERINARY RESEARCH CENTER - LARGE ANIMAL BARN,  0446A,
VETERINARY RESEARCH CENTER - MANAGER'S HOUSE,  0446C,
VETERINARY RESEARCH CENTER - OFFICE BUILDING,  0446E,
VETERINARY RESEARCH CENTER - POLE BARN,  0446K,
VETERINARY RESEARCH CENTER - ROUND ROOF BARN,  0446B,
VETERINARY RESEARCH CENTER - SMALL ANIMAL BUILDING,  0446J,
VETERINARY RESEARCH CENTER - STORAGE BARN,  0446L,
VETERINARY RESEARCH CENTER - WEST BUILDING,  0446G,
VETERINARY RESEARCH CENTER - WOODEN BUILDING,  0446D,
VISITOR WELCOME CENTER,   0220,
WATCH TOWER - PARKING LOT 91,   0589,
WATER QUAL-BEE BIOL,  0458D,
WATER QUAL-PUMP HSE,  0458B,
WATER QUAL-PUMP REL,  0458C,
WATER QUALITY MANAGEMENT FACILITY - BEE BIOLOGY BUILDING,  0458D,
WATER QUALITY MANAGEMENT FACILITY - GARAGE,  0458A,
WATER QUALITY MANAGEMENT FACILITY - PUMP HOUSE,  0458B,
WATER QUALITY MANAGEMENT FACILITY - PUMP HOUSE RELAY SHED,  0458C,
WATER QUALITY MNGMNT FAC. - GARAGE,  0458A,
WATER RESERVOIR,   0096,
WELL HOUSE NO 15,   0550,
WELL HOUSE NO 16,   0551,
WELL HOUSE NO 17,   0570,
WELL HOUSE NO 18,   0553,
WELL HOUSE NO 19,   0554,
WELL HOUSE NO 21,   0555,
WELL HOUSE NO 22,   0556,
WELL HOUSE NO 23,   0557,
WELL HOUSE NO 24,   0558,
WELL HOUSE NO 25,   0559,
WELL HOUSE NO 26,   0560,
WELL HOUSE NO 27,   0561,
WELL HOUSE NO 28,   0562,
WELL HOUSE NO 29,   0563,
WELL HOUSE NO 30,   0564,
WELL HOUSE NO 31,   0565,
WELL HOUSE NO. 1 - IRRIGATION,   0566,
WELL HOUSE NO. 15,   0550,
WELL HOUSE NO. 16,   0551,
WELL HOUSE NO. 17,   0570,
WELL HOUSE NO. 18,   0553,
WELL HOUSE NO. 19,   0554,
WELL HOUSE NO. 2  - IRRIGATION,   0567,
WELL HOUSE NO. 2 - IRRIGATION,   0567,
WELL HOUSE NO. 21,   0555,
WELL HOUSE NO. 22,   0556,
WELL HOUSE NO. 23,   0557,
WELL HOUSE NO. 24,   0558,
WELL HOUSE NO. 25,   0559,
WELL HOUSE NO. 26,   0560,
WELL HOUSE NO. 27,   0561,
WELL HOUSE NO. 28,   0562,
WELL HOUSE NO. 29,   0563,
WELL HOUSE NO. 3 - IRRIGATION,   0568,
WELL HOUSE NO. 30,   0564,
WELL HOUSE NO. 31,   0565,
WELLS HALL,   0078,
WHARTON CENTER FOR PERFORMING ARTS,   0085,
WHARTON, CLIFTON & DELORES, CENTER FOR PERFORMING ARTS,   0085,
WILDLIFE ECOLOGY,   0603,
WILDLIFE ECOLOGY RESEARCH FACILITY,   0603,
WILLIAMS HALL,   0308,
WILLS HOUSE,   0008,
WILLS, H. MERRILL, HOUSE,   0008,
WILSON HALL,   0322,
WONDERS HALL,   0323,
YAKELEY AND GILCHRIST HALL,   0306,

